RegionName,State,Metro,CountyName,SizeRank,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11
New York,NY,New York-Newark-Jersey City,Queens County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.941176471,3.066666667,3.12375,3.083333333,3.140829015,3.214285714,3.2,3.229705882,3.25,3.129356493,3.045320593,3.05625,3.037777778,3,2.9375,2.940294118,3,3.125,3.125,3.070598241,3.06122449,3.066666667,2.944444444,3
Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,2,,1.57208589,1.698754247,1.743264659,1.803101569,1.876959248,1.960784314,1.84057971,1.8351214,1.825650768,1.838934686,1.834061191,1.833333333,1.789379475,1.816970511,1.877234803,1.892857143,1.863354037,1.829166667,1.818181818,1.786906561,1.788133428,1.776228394,1.813636364,1.89292543,1.90506993,1.897555158,1.911973004,1.9,1.906593407,1.906218145,1.935483871,1.922392554,1.843860816,1.825624543,1.857142857,1.85515873,1.940298507,1.927777778,1.975778547,1.923076923,1.941298925,1.944853042,2.025072324,2.008608321,1.927860697,2.022272727,2,1.995454545,2,2.06185567,2.108784556,2.142857143,2.151975684,2.177272727,2.195,2.178494386,2.19047619,2.205263158,2.24375,2.246041667,2.253302253,2.299145299,2.305828705,2.325470124,2.352248157,2.371134021,2.395216548,2.389654516,2.395,2.352459016,2.439281454,2.458033573,2.469758065,2.486917399,2.458333333,2.5,2.443809524,2.464705882,2.562858261,2.425,2.413793103,2.386367295,2.454042175,2.549545455,2.6,2.590652699,2.587962963,2.613307373,2.61889881,2.63834398,2.644052863,2.631318137,2.615070856,2.638593381,2.640588443,2.638888889,2.65858209,2.682478959,2.741836735,2.8,2.788808664,2.843137255,2.801724138,2.84522003,2.866242038
Chicago,IL,Chicago-Naperville-Elgin,Cook County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.805555556,1.785714286,1.804878049,1.829896907,1.828571429,1.781876026,1.768181818,1.736421053,1.71875,1.739130435,1.722803928,1.737864078,1.758371041,1.777777778,1.798670819,1.79921028,1.772727273,1.785714286,1.794,1.827272727,1.855653569,1.875,1.857142857,1.895,1.909090909,1.927710843,1.916666667,1.945,1.947368421,2,2.0625,2,1.944444444
Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.264,1.168043903,1.324146982,1.1861521,1.112191473,1.165714286,1.223628692,1.207856331,1.206216635,1.194396168,1.251169304,1.280956447,1.208152313,1.219025815,1.214154759,1.217814958,1.217982731,1.266645308,1.262646909,1.264755481,1.279069767,1.267350634,1.260523891,1.259567883,1.443600868,1.412639405,1.427953267,1.372118551,1.409090909,1.388888889,1.365546218,1.361851825,1.322252979,1.259360731,1.317730196,1.229959514,1.219488189,1.202932099,1.24122807,1.287808642,1.284246575,1.310672647,1.32,1.30576488,1.298960139,1.301570723,1.321770453,1.338639653,1.343957304,1.339965398,1.317655413,1.365398421,1.368402481,1.386681748,1.391111111,1.385927505,1.371212121,1.378122308,1.352998066,1.337325761,1.33361204
San Antonio,TX,San Antonio-New Braunfels,Bexar County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.888843795,0.910478128,0.918918919,0.914362177,0.917210977,0.914670063,0.930924184,0.949171271,0.956435644,0.947368421,0.96875,0.973178699,0.969269372,0.960749331,0.973789896,0.956566701,0.966298669,0.962241169,0.972475979,0.96875,0.953289733,0.954356846,0.965909091,0.962627407,0.982488704,0.98247012,0.996161562,0.998023715,1.014427412,1.017255546,1.029895353,1.029778404,1.02416181,1.055579689,1.051006089,1.048016731,1.05655556,1.079884504,1.073626374,1.058178679,1.088888889,1.080753806,1.087061669,1.112201961,1.053370787,1.088793227,1.036392405,1.091998974,1.071115974,1.07770311,1.104231166,1.132930514,1.132930514,1.116202577,1.1075,1.111943556,1.106747231,1.09194073,1.101434426,1.104589114,1.160385627,1.159376424,1.151219512,1.167475823,1.166666667,1.18236212,1.193774319,1.172668793,1.171875,1.191577209
Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,6,,,,,,,1.683841608,1.396113946,1.41015649,1.365501779,1.288244767,1.342666667,1.35199241,1.3528521,1.274509804,1.327116212,1.295620438,1.363636364,1.348132056,1.325547022,1.329166667,1.336881058,1.451905626,1.451905626,1.5,1.53256705,1.563786008,1.589456869,1.573751004,1.5,1.33919981,1.329890969,1.268076584,1.272363636,1.294343241,1.333333333,1.333333333,1.365588067,1.401371571,1.407606755,1.363636364,1.333333333,1.339285714,1.453744493,1.407703191,1.388888889,1.306178404,1.303571429,1.25,1.2864494,1.300813008,1.388888889,1.463414634,1.419753086,1.399,1.359758308,1.363636364,1.358173077,1.321428571,1.318181818,1.359090909,1.414141414,1.481042654,1.496062992,1.473495277,1.450138122,1.428571429,1.4,1.4125,1.453055142,1.398478562,1.458333333,1.5,1.519551472,1.542948038,1.613321799,1.588235294,1.603206413,1.519047619,1.481704692,1.55,1.519047619,1.508278599,1.5,1.585643722,1.646284102,1.655555556,1.666666667,1.65,1.642857143,1.675,1.666666667,1.625,1.610275689,1.592548077,1.603646916,1.625,1.687404822,1.731185481,1.789772727,1.771428571,1.772222222,1.772222222,1.726342711,1.708333333,1.674641148
Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,7,,,,,,,,,0.802434825,0.769230769,0.770547945,0.742835596,0.738575983,0.761965812,0.775340502,0.777777778,0.798130073,0.795194508,0.783121597,0.787795993,0.77778137,0.767858278,0.766799895,0.755102041,0.762820513,0.789193629,0.790039063,0.787253983,0.792134831,0.792626728,0.808302512,0.792682927,0.794117647,0.805998126,0.783505155,0.794534413,0.801469368,0.815925543,0.820770202,0.804081633,0.797685346,0.805912441,0.8,0.825471698,0.811132595,0.791940019,0.7997998,0.803147873,0.802403846,0.807343757,0.815306122,0.837628866,0.860335196,0.857841274,0.849282297,0.84232715,0.862160472,0.862976407,0.873440285,0.882352941,0.899319168,0.907883082,0.909586683,0.909586683,0.915831843,0.925,0.940203217,0.9375,0.940298469,0.973884657,0.985714286,0.989061076,0.995710024,1.04323913,1.033825661,1.044021739,1.067907996,1.025219298,1.003478261,1,0.985773543,0.98,0.98024948,1.034895314,1.097516099,1.169948187,1.224252492,1.177777778,1.159047619,1.161131863,1.137974684,1.125,1.106666667,1.077962578,1.076623377,1.081165541,1.124733475,1.14496648,1.156398104,1.148501106,1.170168067,1.163654618,1.18697479,1.16075845,1.182975096,1.18556701
Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,8,0.859893758,0.859893758,0.84182931,0.84182931,0.85026738,0.851006819,0.862143873,0.794285714,0.800240674,0.776736924,0.752508361,0.780405494,0.768933539,0.759320052,0.786492553,0.792910448,0.781819836,0.781027104,0.78125,0.777873812,0.771604938,0.756551141,0.758818704,0.753271523,0.760551742,0.759878419,0.755939525,0.754665765,0.756938604,0.759001757,0.744416873,0.751085458,0.752164502,0.761078998,0.755208333,0.755208333,0.758744612,0.764040833,0.768049155,0.767096734,0.763736264,0.773809524,0.776412041,0.771276596,0.766871166,0.766283618,0.765931373,0.765861606,0.767501784,0.767148014,0.772015656,0.785455096,0.783475783,0.78369906,0.790307677,0.78928047,0.792805326,0.794392523,0.798491748,0.798398742,0.80591553,0.812780269,0.819088319,0.825369244,0.83154321,0.845165127,0.845771144,0.828920788,0.835988754,0.858369099,0.889432485,0.866987921,0.879414098,0.906295918,0.9,0.9,0.912280365,0.883534137,0.884543762,0.901644529,0.896226415,0.906356962,0.894538606,0.930851064,0.933152216,0.955160895,0.961538462,0.972796518,0.969679843,0.969642857,0.972596684,0.973333333,0.971428571,0.977114525,0.993236715,1.008583691,1.025390625,1.040759515,1.053180723,1.061913696,1.078125,1.095890411,1.107933579,1.10952805,1.106237817,1.09375
San Diego,CA,San Diego-Carlsbad,San Diego County,9,2.559423545,2.376554692,2.364581759,2.350570853,2.06895141,2.151753175,2.114197005,2.160004918,2.120471412,1.946049243,2.021846847,1.725845411,1.774483378,1.773566569,1.784116331,1.741573034,1.726094159,1.715770385,1.744186047,1.764705882,1.693548387,1.678947368,1.691358025,1.699790795,1.71115348,1.714123007,1.690373834,1.691176471,1.743979144,1.741293532,1.708357142,1.720779221,1.712624875,1.700949367,1.689754683,1.695,1.731707317,1.742773368,1.736263736,1.739684579,1.765046296,1.785714286,1.793849658,1.895509499,1.866081229,1.8,1.887755102,1.886792453,1.870748299,1.881377551,1.904761905,1.945422535,1.986281094,1.991150442,1.966292135,1.961604096,1.995,2.010810811,2.000922509,2.005962521,2.020750988,2.016984487,2.0256917,2.015732547,2.063628547,2.076190476,2.117972661,2.12311154,2.113980113,2.132478632,2.124591503,2.125,2.137026239,2.151847825,2.158084059,2.138863001,2.108753316,2.161508704,2.152993446,2.195060976,2.123345963,2.085529603,2.094474153,2.132145899,2.170203629,2.211659765,2.232059646,2.277777778,2.295,2.310293959,2.313953488,2.291666667,2.26744186,2.242681775,2.221363575,2.222222222,2.254363205,2.294286357,2.381057176,2.40661133,2.438349917,2.421116453,2.4291939,2.436350651,2.446349324,2.46875
Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,10,,,,,,,,,1.110890302,1.155520724,1.201996795,1.137440758,1.026490066,1.023147782,0.996677741,0.989010989,1.029571281,1.040743604,1.020495303,1,1,1.022214455,1.114285714,1.041666667,0.982644047,1.052188739,0.990776957,1.091743119,1.139410188,1.148065903,1.123680937,1.159793814,1.168224299,1.179005525,1.190550595,1.22654454,1.212361251,1.234027626,1.227272727,1.236542835,1.265023384,1.262504992,1.202046399,1.241666667,1.206244087,1.210712199,1.21102791,1.232332155,1.239338235,1.216666667,1.284920635,1.305284675,1.287762309,1.272084806,1.25,1.234567901,1.251564456,1.315789474,1.244201867,1.175115207,1.241052632,1.24679014,1.30988024,1.31235752,1.312208154,1.325043765,1.321784059,1.336104513,1.317382637,1.351454189,1.348544084,1.395386297,1.397314883,1.396012083,1.399112039,1.428065242,1.427230047,1.403940887,1.360199418,1.413255361,1.434884737,1.383907426,1.361940299,1.44381492,1.434514332,1.481684982,1.50462963,1.515320146,1.526771654,1.522497704,1.538221694,1.5,1.492844365,1.50620155,1.516713092,1.508359076,1.551193226,1.526979678,1.540909091,1.555555556,1.558654635,1.555555556,1.581395349,1.542435424,1.581437671,1.55210643
San Jose,CA,San Jose-Sunnyvale-Santa Clara,Santa Clara County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.383064516,2.292503347,1.98222638,1.952463232,1.956676023,2.006283662,2.011170122,1.972222222,1.993269231,1.988595526,2.109661654,2.103512015,2.11875,2.060737527,2.058438748,2.167102623,2.159090909,2.138962181,2.159090909,2.256744186,2.347502015,2.364061418,2.418250951,2.369462025,2.444488466,2.512168762,2.591075919,2.581963419,2.625997408,2.591699037,2.605566219,2.644177449,2.696909272,2.72459893,2.754491018,2.815593253,2.864238411,2.806831769,2.7595884,2.736143187,2.805281246,2.80952381,2.76861781,2.72985782,2.756288562,2.694610778,2.717073171,2.684229351,2.673891626,2.582352941,2.586181286,2.542092922,2.604166667,2.684950768,2.711496746,2.736295221,2.754700447,2.756422234,2.765486251,2.715035721,2.67154363,2.679425837,2.682926829,2.7,2.68429101,2.703157895,2.731172545,2.783875406,2.866028708,2.88504539,2.91272052,2.900454882,2.870010088,2.856850117,2.83580705
Austin,TX,Austin-Round Rock,Travis County,12,,,,,,,,1.052012712,0.98020699,0.924355965,0.891434263,0.918478261,0.891039715,0.954991199,0.958368377,0.99960032,0.973806541,1,0.994444444,1,1.01125,1.060894883,1.069892473,1.08479154,1.088690072,1.093173432,1.04704797,1.069892473,1.048894063,1.05785124,1.045716691,1.054500425,1.047094188,1.049725275,1.057496718,1.05,1.037197232,1.0362533,1.049578059,1.079041309,1.101894679,1.112762238,1.129032258,1.159970449,1.158301158,1.184210526,1.1375948,1.163655691,1.1829653,1.2,1.248925024,1.31711567,1.331246868,1.404494382,1.363958612,1.358747045,1.331643002,1.359386058,1.307189542,1.313397129,1.354441513,1.319788208,1.35,1.350953206,1.359060504,1.387870688,1.391184573,1.386116529,1.376597837,1.364583333,1.366120219,1.389084507,1.384015595,1.401441138,1.428571429,1.442777778,1.468125967,1.401345291,1.376376376,1.382034057,1.366315789,1.354540046,1.344322344,1.33992467,1.36116644,1.386199004,1.397916022,1.417835671,1.420480993,1.401401401,1.398823529,1.376318875,1.373390558,1.387181738,1.388888889,1.388888889,1.395572666,1.39149037,1.417599055,1.432291667,1.414830083,1.422474747,1.421128779,1.44512793,1.440972222,1.463506544
Jacksonville,FL,Jacksonville,Duval County,13,,0.778688525,0.77294686,0.782092666,0.780977312,0.773430391,0.748505976,0.737041488,0.729360269,0.735294118,0.74871134,0.757177198,0.752314815,0.754458162,0.761659622,0.772558714,0.759390645,0.763481323,0.765997024,0.773150613,0.779,0.807892233,0.803161861,0.795739348,0.787908821,0.797029703,0.800650054,0.827396045,0.81020458,0.801282051,0.787037037,0.783333333,0.777227723,0.791666667,0.826152683,0.845,0.853769301,0.866013072,0.867834395,0.869060327,0.881294964,0.890982164,0.903125,0.908888889,0.908265213,0.915492958,0.915642916,0.916442049,0.920471281,0.922997947,0.923209664,0.915642916,0.920471281,0.920471281,0.915958451,0.923209664,0.928853755,0.939556749,0.953978907,0.965772433,0.934646374,0.934646374,0.965772433,0.965772433,0.967839772,0.868055556,0.85446527,0.857424905,0.85218115,0.887718064,0.883935434,0.892857143,0.886338798,0.904545455,0.903225806,0.909832661,0.917281145,0.914655151,0.916666667,0.917573872,0.903431764,0.88249797,0.881195215,0.893398268,0.900382033,0.927523727,0.944851114,0.956196581,0.958208583,0.95546127,0.953360768,0.961538462,0.964765101,0.98101626,0.994983278,0.998288989,1.001602564,1.031951641,1.043851287,1.095445135,1.100413672,1.093362509,1.088235294,1.08125,1.079349904,1.079638752
San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,14,,,,,,,,,,,,2.654052416,2.618698032,2.64255911,2.943976865,2.804255319,2.698237885,2.642857143,2.87660863,3.073680352,3.005686434,3,3.022670025,3.245723173,3.180525942,3.178619701,3.035274815,3.061881804,3.242034656,3.314662273,3.208092486,3.297931805,3.29467354,3.307872282,3.414529915,3.428571429,3.424408015,3.548026806,3.673769287,3.769163096,3.790758427,3.789331239,3.769230769,3.670083369,3.785264614,3.811795317,3.758741259,3.82183908,3.795765094,3.818494579,3.954588801,4,3.970804438,4.040104124,4.181818182,4.135206321,4.100638686,4.154676259,4.227272727,4.269384492,4.272727273,4.193809234,4.227272727,4.343971631,4.36030085,4.412277702,4.452054795,4.372981598,4.333838384,4.335152013,4.328044872,4.455373406,4.485714286,4.457203352,4.451720648,4.354537803,4.45,4.3,4.308357349,4.10291439,4.181818182,4.166666667,4.166666667,4.210526316,4.274376417,4.183624801,4.3125,4.348800936,4.333333333,4.315725322,4.25257732,4.207616708,4.24808836,4.337631887,4.311959654,4.293251868,4.31199143,4.374429224,4.369186299,4.415789474,4.375,4.486114287,4.531607007,4.507918552,4.491017964,4.448071738
Indianapolis,IN,Indianapolis-Carmel-Anderson,Marion County,15,,,,,,,,0.654369563,0.688333821,0.723905438,0.694176733,0.689861896,0.694444444,0.696102934,0.697115385,0.701139351,0.692857143,0.680272109,0.684931507,0.676470588,0.686666667,0.684647303,0.683486239,0.694444444,0.703846154,0.702844551,0.691105769,0.705128205,0.717948718,0.708333333,0.708443272,0.717961962,0.708333333,0.694103194,0.689473684,0.699481865,0.712643678,0.70240481,0.71,0.707234482,0.714285714,0.7,0.709555345,0.716564417,0.718367806,0.724166667,0.71875,0.715020576,0.71822542,0.71822542,0.720699433,0.716145833,0.717975207,0.71822542,0.7191995,0.734567901,0.738573417,0.733840709,0.738418006,0.747706422,0.743006993,0.747741207,0.753012048,0.75,0.750258799,0.748590226,0.75,0.776799794,0.775438596,0.8,0.787263283,0.793103448,0.801058853,0.821386604,0.837209302,0.851578947,0.857142857,0.843179377,0.824158042,0.849326599,0.814163611,0.8125,0.820519857,0.83912037,0.834406624,0.846153846,0.86875,0.852479967,0.855714286,0.869365225,0.865,0.851851852,0.85,0.860323887,0.857142857,0.860323887,0.872631579,0.892857143,0.910029014,0.892857143,0.890833333,0.891036002,0.894186047,0.899166667,0.900277008,0.901268116
Charlotte,NC,Charlotte-Concord-Gastonia,Mecklenburg County,16,0.78125,0.818666995,0.769230769,0.772889417,0.776041667,0.745401473,0.72727597,0.748931624,0.764312926,0.731578947,0.768442623,0.753864515,0.753012048,0.758731037,0.737738964,0.718350463,0.729166667,0.732168784,0.753817018,0.743834345,0.75,0.771891513,0.78125,0.809643959,0.795356836,0.805354267,0.79740519,0.795356836,0.813802083,0.827586207,0.848549946,0.858895706,0.846254006,0.84760274,0.826417338,0.809579055,0.847991774,0.868024801,0.86746988,0.887700535,0.859657405,0.86722488,0.85206229,0.876726886,0.879155522,0.866910185,0.862970711,0.873786408,0.868901282,0.867665418,0.882764275,0.909376069,0.909090909,0.898347926,0.920322292,0.909370019,0.925925926,0.928592788,0.941882164,0.958432163,0.966425121,0.978351374,1.010763132,1.015675905,1.024734982,1.018666175,1.036636137,1.070231277,1.023526669,1.062383613,1.04283054,1.056886691,1.124813645,1.237244898,1.136363636,1.173184358,1.137061348,1.222385862,1.20630861,1.235607939,1.163602143,1.111111111,1.117216117,1.170479398,1.162324649,1.225490196,1.24698549,1.217580505,1.216273438,1.212048053,1.228785856,1.236220472,1.215311005,1.234965495,1.222415291,1.224877422,1.25,1.244343891,1.259351621,1.286624204,1.287907869,1.290547264,1.284761905,1.341040462,1.306385066,1.336127878
Fort Worth,TX,Dallas-Fort Worth-Arlington,Tarrant County,17,,,,,,,,,,,,,,,,,,,,0.736040609,0.768205128,0.778752437,0.78415849,0.796147979,0.842067033,0.847826087,0.82898853,0.830384408,0.835192069,0.819112628,0.834332088,0.831541219,0.824652778,0.821394752,0.835137386,0.83196347,0.842245989,0.85645933,0.85009311,0.860104505,0.847171543,0.835576923,0.836438906,0.829557163,0.829557163,0.795928058,0.895449276,0.881661442,0.863636364,0.870535714,0.9151537,0.948084211,0.922512662,0.877921664,0.844761905,0.829565217,0.871794872,0.902255639,0.906515436,0.912476723,0.984934087,0.978609626,0.966494845,0.957692308,0.967967968,1.012474846,1.04503595,1.013339686,1.043380703,1.027531957,1.022110727,1.060156931,1.060156931,1.118509615,1.127128263,1.137809187,1.145539906,1.11763502,1.144955229,1.161321672,1.09832636,1.125049801,1.076,1.145539906,1.161321672,1.202849958,1.249433107,1.258003766,1.308309038,1.308309038,1.31599196,1.277675277,1.101465584,1.099044309,1.112472392,1.155367232,1.233191489,1.306757043,1.349003984,1.345192598,1.329787234,1.365923796,1.364969136,1.346621297,1.403574088,1.387645479
Columbus,OH,Columbus,Franklin County,18,,,,,,,,,,,,,,,,,,0.708762887,0.719650206,0.735294118,0.733333333,0.725952813,0.711992529,0.73984375,0.769309898,0.776909722,0.764388489,0.778186275,0.774175028,0.821015212,0.912146677,0.86042065,0.818742484,0.768970315,0.752314815,0.736658933,0.783783784,0.801069519,0.791044776,0.793333333,0.791044776,0.75,0.739583333,0.778333333,0.803571429,0.778055556,0.80705458,0.811084926,0.802277433,0.809090909,0.824402308,0.808571429,0.795194508,0.791044776,0.791044776,0.786093188,0.829383886,0.833333333,0.837053571,0.838982525,0.837209302,0.85,0.858539095,0.891525908,0.875,0.9,0.87398374,0.882231706,0.867095391,0.891304348,0.900160772,0.881953867,0.87862395,0.91704893,0.921176471,0.928571429,0.932475884,0.904457156,0.915786638,0.931978409,0.897277228,0.906217071,0.901548923,0.999230769,0.983333333,1,0.999615385,0.999167361,0.990712755,0.985264273,0.975765306,1,1,0.99,0.969994641,0.971679688,0.996875,1.016239316,1.019230769,1.038161433,1.045103988,1.038135593,1.034482759,1.034624897,1.047730227,1.029205882
Tucson,AZ,Tucson,Pima County,19,,,,,,,,,,,,0.784043561,0.770979369,0.796000372,0.795,0.793167039,0.787878788,0.767833333,0.775193798,0.775888417,0.74389881,0.740971357,0.748502994,0.762820513,0.775661682,0.785950564,0.8,0.790277778,0.796296296,0.800691244,0.792173106,0.78125,0.78125,0.769684008,0.772222222,0.78807947,0.773015873,0.775238095,0.78125,0.791666667,0.78125,0.761111111,0.763888889,0.78125,0.78125,0.774709355,0.785,0.777777778,0.772727273,0.772727273,0.78313253,0.794491525,0.790441176,0.781881098,0.785714286,0.786866702,0.784412955,0.764705882,0.766666667,0.781954887,0.794021659,0.782051282,0.796663443,0.815068493,0.820143885,0.80290834,0.786351825,0.799145299,0.794057377,0.832434584,0.78125,0.78996385,0.78996385,0.805921053,0.819124077,0.825421348,0.821358175,0.804058442,0.832460733,0.815909091,0.821287779,0.799411765,0.833333333,0.829261138,0.839918872,0.876350625,0.909466877,0.903409091,0.895454545,0.886363636,0.892857143,0.895087497,0.888721805,0.875,0.876230661,0.886873921,0.894693201,0.926666667,0.929487179,0.952054795,0.9453125,0.946617008,0.949500065,0.9400978,0.951190476,0.95837897
Louisville,KY,Louisville/Jefferson County,Jefferson County,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86042065,0.73493266,0.715071507,0.7,0.741666667,0.729089563,0.65625,0.646315789,0.66875,0.688146853,0.708496732,0.694444444,0.66875,0.648029412,0.684210526,0.694444444,0.706666667,0.742574257,0.8125,0.75,0.769230769,0.75,0.75,0.723611111,0.729108245,0.75,0.75,0.789483066,0.8,0.8,0.764480409,0.778083028,0.826396552,0.847272727,0.818618042,0.796131975,0.833013436,0.8125,0.866421569,0.861967082,0.86875,0.913438107,0.901219512,0.897604058,0.934242181,0.86042065,0.926666667,0.904772727,0.866193182,0.856478139,0.956284153,0.939287102,0.913682277,0.9,0.951513098,1,0.988571429,0.9737053,0.961111111,0.93105655,0.944594595,0.928369763,0.963791267,1.016110493,1.006030062,1.054421769,1.044816054,1.016129032,1.018405208,1.004739336,1.002207912,0.988372093,0.972762646
El Paso,TX,El Paso,El Paso County,21,,,,,,,,,,,,,,,,,,,,,0.775757576,0.76875,0.8031557,0.8475,0.816993464,0.825688073,0.813636364,0.8031557,0.800921088,0.796825397,0.811213168,0.848958333,0.833333333,0.822717622,0.831632653,0.837563452,0.834219858,0.825688073,0.819047619,0.803549831,0.807106599,0.807174888,0.816993464,0.806331397,0.829855256,0.808823529,0.825190879,0.808236948,0.821428571,0.805172077,0.813107728,0.799497487,0.79968652,0.8,0.800641026,0.8125,0.802752294,0.806451613,0.802017172,0.8,0.799200799,0.794871795,0.807106599,0.803297279,0.805146939,0.802319543,0.806623932,0.794491525,0.790816327,0.791666667,0.780965965,0.789170507,0.802473033,0.794278997,0.797604855,0.801584422,0.797918335,0.795836669,0.793333333,0.795508274,0.757487986,0.793091769,0.7790592,0.792387007,0.790570175,0.799373041,0.793333333,0.797251625,0.798994975,0.798622691,0.801282051,0.807516714,0.799373041,0.788944724,0.799184008,0.792951542,0.79787234,0.811805101,0.80677228,0.814814815,0.816666667,0.816666667,0.827900327,0.822783215,0.888450148,0.876344847
Detroit,MI,Detroit-Warren-Dearborn,Wayne County,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,0.772994701,0.906344411,0.842105263,0.811764706,0.837719298,0.872184163,0.831300813,0.83135861,0.8125,0.813848354,0.833333333,0.866666667,0.838709677,0.888625592,0.888888889,0.878787879,0.902777778,0.892374517,0.891258446,0.9375,1,1,1.074187304,1
Orlando,FL,Orlando-Kissimmee-Sanford,Orange County,23,,,,,,0.807416268,0.845035673,0.895927602,0.840248082,0.828729282,0.830346476,0.846847247,0.830677206,0.839921875,0.8382643,0.828791164,0.828729282,0.833333333,0.832638889,0.835020243,0.832242441,0.840355861,0.852979775,0.856014047,0.861196426,0.880444856,0.883297645,0.868665977,0.854316547,0.875,0.869397993,0.851453416,0.850515464,0.839572193,0.846153846,0.860719875,0.838145232,0.877005803,0.879917695,0.904450758,0.887573964,0.899843505,0.897714908,0.895316804,0.887021475,0.887116421,0.895,0.895354777,0.900470528,0.901137358,0.904356061,0.910834132,0.928225024,0.941176471,0.938679245,0.942937343,0.952121872,0.939226519,0.947619048,0.951830816,0.957049486,0.97254902,0.985845129,1.00708502,0.940140845,1.01056338,1.028913271,1.046351675,1.064163743,1.112226277,1.130474453,1.111779996,1.07173913,1.129119922,1.139078822,1.130268199,1.113065327,1.13084922,1.146895068,1.201229657,1.148131806,1.113434166,1.119175627,1.168224299,1.159962582,1.172413793,1.17321809,1.198880248,1.218390805,1.257301797,1.239921782,1.217182108,1.234666667,1.25,1.263368744,1.269702952,1.302563877,1.345070423,1.356589147,1.338577368,1.358748778,1.380217786,1.382352941,1.361594203,1.360427807,1.353271028
Denver,CO,Denver-Aurora-Lakewood,Denver County,24,,,,,,,,,1.130524152,1.320930233,1.333605051,1.36,1.340255557,1.385041551,1.443701226,1.479289941,1.504716981,1.37434555,1.352813853,1.353568499,1.340996169,1.184678966,1.279401283,1.333333333,1.326666667,1.330097911,1.297367693,1.294540838,1.295,1.299702823,1.311561286,1.30190007,1.302265825,1.260917239,1.326086957,1.276041667,1.347822655,1.366239717,1.415090528,1.28721374,1.315789474,1.438888889,1.452597972,1.481481481,1.481481481,1.519452888,1.482637013,1.40291807,1.479207518,1.51722871,1.549654832,1.659668508,1.635392907,1.674528302,1.718407757,1.713673906,1.730984171,1.763358186,1.742092457,1.697530864,1.755882599,1.759837869,1.809007506,1.803191489,1.829847909,1.828063241,1.811382906,1.829268293,1.818418629,1.83988764,1.804799803,1.757071025,1.812682749,1.849376114,1.831899976,1.834026485,1.848813869,1.847170261,1.889534884,1.754770992,1.7321489,1.76326307,1.744186047,1.768244576,1.814910131,1.888888889,1.948973623,1.94014733,1.91923775,1.916521898,1.961404782,1.968503937,1.934235977,1.962616822,1.993333333,1.940708676,1.965517241,1.958309772,1.984408221,2.027102804,2.029520295,2.071509648,2.0785645,2.046860356,2.027272727,1.99835207
Seattle,WA,Seattle-Tacoma-Bellevue,King County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.357679914,2.4,2.323529412,2.315178208,2.296830412,2.385281385,2.458461538,2.555460751,2.571424503,2.628918099,2.636986301,2.631926121,2.595,2.622061483,2.606088561,2.557915921,2.551282051,2.54332314,2.628786805,2.602646449,2.607210961,2.804156061,2.805732484,2.760638298,2.75,2.704819277,2.734929435,2.674418605
